Country,PopnF1960,PopnF1961,PopnF1962,PopnF1963,PopnF1964,PopnF1965,PopnF1966,PopnF1967,PopnF1968,PopnF1969,PopnF1970,PopnF1971,PopnF1972,PopnF1973,PopnF1974,PopnF1975,PopnF1976,PopnF1977,PopnF1978,PopnF1979,PopnF1980,PopnF1981,PopnF1982,PopnF1983,PopnF1984,PopnF1985,PopnF1986,PopnF1987,PopnF1988,PopnF1989,PopnF1990,PopnF1991,PopnF1992,PopnF1993,PopnF1994,PopnF1995,PopnF1996,PopnF1997,PopnF1998,PopnF1999,PopnF2000,PopnF2001,PopnF2002,PopnF2003,PopnF2004,PopnF2005,PopnF2006,PopnF2007,PopnF2008,PopnF2009,PopnF2010,PopnF2011,PopnF2012,PopnF2013,PopnF2014,PopnF2015,PopnM1960,PopnM1961,PopnM1962,PopnM1963,PopnM1964,PopnM1965,PopnM1966,PopnM1967,PopnM1968,PopnM1969,PopnM1970,PopnM1971,PopnM1972,PopnM1973,PopnM1974,PopnM1975,PopnM1976,PopnM1977,PopnM1978,PopnM1979,PopnM1980,PopnM1981,PopnM1982,PopnM1983,PopnM1984,PopnM1985,PopnM1986,PopnM1987,PopnM1988,PopnM1989,PopnM1990,PopnM1991,PopnM1992,PopnM1993,PopnM1994,PopnM1995,PopnM1996,PopnM1997,PopnM1998,PopnM1999,PopnM2000,PopnM2001,PopnM2002,PopnM2003,PopnM2004,PopnM2005,PopnM2006,PopnM2007,PopnM2008,PopnM2009,PopnM2010,PopnM2011,PopnM2012,PopnM2013,PopnM2014,PopnM2015
High income,388103821,393784240,398758118,403687695,408581476,413311780,417766051,422056520,425861300,430515252,434616649,438978023,443375768,447307449,451798908,456066052,459650242,463394647,467201683,471185267,475048495,478883578,482486660,485845554,489011479,492185477,495500607,498796152,502157762,505727380,509520478,513386244,516537159,520468567,524071254,528339369,531805200,535315115,538647571,542004348,545215881,548698680,552173381,555602580,559167949,562766957,566586767,570609502,574884157,578660698,582042776,584380767,587505046,590726459,594015820,597229465,370612649,376315433,381375454,386393227,391337147,396048686,400401380,404526487,408151015,412625473,416674109,421086309,425601477,429711594,434341443,438677688,442257624,445916512,449589465,453445724,457216334,461013901,464630687,468043982,471289100,474547656,477946392,481339116,484811260,488512150,492462139,496530199,499729478,503871584,507679913,512399420,516019502,519636523,523073942,526560423,529976230,533708030,537482856,541283304,545308149,549468305,553956682,558729549,563793032,568345294,572434423,575422885,579069023,582714972,586353807,589863459
Honduras,994843,1028200,1063236,1099173,1134949,1169851,1203611,1236591,1269498,1303359,1338968,1376512,1415907,1457350,1500999,1546950,1595345,1646167,1699144,1753875,1810049,1867528,1926333,1986506,2048147,2111295,2175852,2241642,2308517,2376304,2444818,2514e3,2583683,2653438,2722739,2791202,2858619,2925034,2990634,3055741,3120591,3185164,3249365,3313278,3376999,3440569,3504111,3567545,3630469,3692338,3752793,3811650,3869121,3925725,3982206,4039098,1007490,1040885,1075972,1111971,1147815,1182786,1216623,1249697,1282702,1316655,1352341,1389932,1429353,1470840,1514607,1560785,1609538,1660821,1714282,1769408,1825813,1883315,1941963,2001865,2063222,2126141,2190549,2256233,2322974,2390498,2458545,2527050,2595874,2664604,2732742,2799934,2865968,2930912,2995041,3058793,3122489,3186140,3249636,3313026,3376353,3439612,3502918,3566192,3629001,3690760,3751082,3809764,3867010,3923334,3979474,4035962
"Hong Kong SAR, China",1497629,1542507,1608860,1665007,1706384,1753577,1772316,1821946,1865408,1898291,1945196,1984731,2017722,2068075,2126121,2158479,2177630,2201524,2235205,2356151,2418010,2476666,2519475,2564152,2596384,2631241,2670689,2704125,2733683,2769846,2787816,2821424,2856765,2919214,3000210,3076098,3233346,3278695,3324248,3373087,3418349,3457313,3484941,3489637,3528865,3557027,3593766,3639241,3674835,3694061,3729056,3757953,3802312,3817733,3843836,3875741,1577976,1625593,1696340,1755893,1798216,1844323,1857584,1900854,1937292,1965609,2013804,2060569,2105878,2173525,2251679,2303121,2340370,2382176,2432295,2573549,2645090,2706734,2745025,2780948,2801516,2824959,2853911,2876375,2893917,2916354,2916684,2930576,2943735,2981786,3035190,3080002,3202154,3210605,3219452,3233413,3246651,3256987,3259159,3241163,3254635,3256173,3263334,3277059,3282965,3278739,3295144,3313647,3352288,3369767,3397864,3429959
Hungary,5169978,5192756,5206821,5216370,5228637,5239534,5252542,5269812,5288190,5308753,5327550,5341657,5356779,5373476,5397001,5428330,5457673,5482489,5501244,5511957,5517611,5521543,5523161,5520588,5515424,5510909,5506443,5501688,5497507,5442295,5391018,5395764,5398934,5398144,5396011,5393503,5388945,5382509,5374115,5362738,5352351,5343315,5331002,5318183,5308263,5298885,5291097,5282698,5272698,5263390,5250102,5233627,5204844,5188531,5172426,5157872,4813989,4836565,4854913,4871577,4891198,4908401,4926111,4946792,4967625,4989970,5010360,5025880,5041710,5058579,5081719,5112195,5141004,5165542,5183578,5192195,5193511,5190305,5182374,5168875,5152671,5137804,5124121,5111053,5098980,5039424,4982970,4977636,4970407,4959379,4947344,4935462,4922293,4907977,4892455,4874792,4858620,4844261,4827606,4811369,4798883,4788180,4780273,4773082,4765490,4759260,4749921,4738100,4715518,4704551,4694042,4685156
IBRD only,928419006,938037312,953935618,975605020,997312746,1019594023,1043380758,1066991494,1091256472,1116568332,1142583449,1169247180,1195464176,1221544211,1247209239,1272006494,1296263408,1319985205,1343964745,1368434473,1393186553,1418703763,1445614418,1472807947,1499697980,1526913616,1554783594,1583308133,1611859293,1639978579,1667348094,1693767450,1719323520,1744426731,1769152602,1793656288,1817917352,1842291966,1866293327,1889700031,1912138982,1933983538,1955338636,1976499041,1997462163,2018316559,2038909526,2059204878,2079591323,2100334678,2121078179,2142142592,2163678027,2185378035,2207035605,2228489134,942723693,952564082,969057179,991633941,1014210125,1037356848,1062130020,1086666437,1111879541,1138215932,1165333343,1193172515,1220563491,1247823099,1274633638,1300498576,1325751078,1350420547,1375313511,1400638429,1426150089,1452336203,1479897526,1507736915,1535330050,1563443903,1592467997,1622360002,1652374630,1681898176,1710552383,1738088060,1764596596,1790539896,1816076856,1841364987,1866399823,1891511899,1916258287,1940469250,1963877319,1986838812,2009436476.8828702,2031912550.89893,2054210221.9913702,2076403613.24397,2098312097.4849901,2119888353.99093,2141493218.2955298,2163344566.1102,2185088869.3622303,2207006042.3578196,2229251926.0772305,2251604853.61008,2273807664.7391596,2295774656.6820297
Iceland,86884,88571,90213,91825,93465,95090,96704,98266,99608,100530,101056,101879,103390,104976,106428,107829,108945,109807,110722,111870,113122,114484,116090,117702,119020,120016,120946,122320,124287,125870,126886,128396,130048,131406,132587,133356,134142,135320,136844,138541,140430,142228,143373,144214,145337,147538,150957,154768,157654,158216,158054,158651,159654,161344,163295,165099,88690,90458,92165,93828,95518,97196,98866,100485,101880,102839,103382,104219,105747,107341,108781,110150,111209,111992,112815,113865,115016,116271,117770,119275,120491,121389,122234,123539,125453,126982,127940,129401,131009,132319,133434,134112,134774,135808,137203,138840,140775,142740,144150,145307,146737,149196,152825,156798,159760,160283,159987,160363,161062,162420,164091,165716
IDA blend,80608007,82458612,84380801,86308475,88390933,90512139,92710584,94979473,97339704,99772301,102295622,104868499,107530831,110325533,113216847,116238130,119388476,122657282,126046413,129547211,133127509,136652462,140302810,144031857,147876649,151870846,156048352,160357177,164714362,169079540,173290860,177464233,181640580,185805257,189952175,194115683,198339480,202597725,206870971,211106004,215353560,219593178,223823802,228111509,232511002,237022666,241647855,246417914,251338331,256406762,261771443,267269487,272731783,278318827,284027013,289813932,83253736,85098437,87021741,88949012,91039909,93165587,95367125,97637425,99998929,102431399,104955236,107525172,110184510,112983260,115890669,118946585,122152857,125495988,128969211,132551545,136201025,139777619,143470633,147235150,151116223,155153001,159380302,163745275,168164068,172592271,176869105,181105332,185342551,189569666,193785103,198025535,202335341,206687805,211057869,215386619,219719573,224034776,228334048,232686438,237152034,241736937,246443804,251303051,256322893,261504089,266992280,272629944,278252551,284014275,289909383,295894865
IDA & IBRD total,1143058438,1157872848,1179160542,1206359498,1233902612,1262215606,1292285445,1322410526,1353398177,1385559979,1418527825,1452193388,1485527174,1518923936,1552139688,1584800322,1617253195,1649483915,1682273768,1715824086,1749878054,1784783893,1821367923,1858501023,1895665381,1933548077,1972517339,2012514286,2052825786,2092958518,2132413257,2171117112,2209174982,2246919249,2284374518,2321715600,2358927832,2396343772,2433425504,2469974966,2505810960,2541254070,2576374264,2611550788,2646849336,2682359882,2717958848,2753629689,2789720647,2826432761,2863506768,2901121944,2939250830,2977844398,3016783140,3055927727,1159665470,1174633707,1196449342,1224485609,1252840949,1281968991,1312984454,1344001358,1375907487,1409061319,1443093967,1477888663,1512346128,1546873450,1581189536,1614882865,1648304770,1681465598,1715169038,1749603257,1784479454,1820156812,1857534290,1895469909,1933476290,1972357150,2012526350,2053894270,2095665535,2137238515,2178089630,2218108761,2257387339,2296271003,2334810644,2373142551,2411248689,2449450751,2487283469,2524649062,2561505399,2598175185,2634689660.8828697,2671327123.8989296,2708031478.99137,2744836717.24397,2781567578.48499,2818225590.9909296,2855208978.2955303,2892779550.1102,2930784678.3622303,2969302010.3578196,3008380458.0772305,3047968594.61008,3087818845.7391596,3127845775.6820297
IDA only,134035267,137380938,140848420,144450637,148203887,152114699,156199661,160445397,164808108,169225738,173655456,178084743,182539559,187061947,191721730,196564191,201610178,206850666,212272197,217852277,223574051,229437808,235460821,241671311,248100858,254773856,261695916,268859899,276263504,283912137,291786269,299897467,308222847,316699089,325281473,333955368,342682862,351466146,360272697,369179348,378328545,387687513,397221993,406950428,416886457,427031141,437412343,448018246,458802832,469703566,480657497,491722504,502853644,514160102,525732869,537624970,133684199,136967174,140366125,143898022,147585961,151441301,155481751,159691658,164022910,168407596,172798686,177183942,181590735,186059336,190657101,195429211,200391968,205539825,210876729,216403408,222118281,228032850,234156005,240487752,247019911,253750005,260667528,267778070,275115464,282736330,290656176,298903331,307436227,316149613,324936953,333740290,342501663,351238982,359955822,368782776,377898380,387291438,396908969,406717945,416658937,426685683,436800801,447022837,457381028,467918650,478703178,489653385,500863357,512336900,524089451,536175945
IDA total,214640385,219836639,225226250,230756083,236591733,242623706,248907082,255421683,262144609,268994822,275947839,282949982,290067095,297384143,304935181,312798848,320995078,329504251,338314791,347395568,356697585,366086288,375759685,385699275,395973653,406640851,417740378,429213113,440973816,452987570,465073011,477357626,489859447,502500476,515229861,528067296,541018561,554060018,56714e4,580282050,593678923,607277543,621042703,635058902,649394451,664050779,679057073,694432899,710137750,726106781,742429082,758988305,775581728,792475227,809756219,827439048,216940824,222068522,227390837,232850063,238628957,244610020,250852039,257332270,264025042,270842212,277757161,284712374,291778540,299045933,306551166,314379269,322548401,331039510,339849759,348958873,358323281,367814451,377630584,387726795,398139988,408906857,420051720,431527308,443283582,455332708,467529399,480012737,492782758,505723149,518725843,531769580,544840785,557930640,571017359,584172697,597621135,611329362,625246109,639407418,653813979,668425648,683247730,698329149,713707334,729426286,745695316,762287015,779119607,796354877,814002497,832070664
India,217635983,221891218,226309396,230881989,235596341,240446402,245425244,250544573,255839312,261356382,267128111,273169930,279469108,285995033,292702280,299557848,306544402,313670248,320957906,328441998,336142962,344063965,352181212,360454935,368831478,377268719,385751804,394279870,402842192,411431279,420041869,428658978,437278572,445920252,454613316,463375804,472210825,481100989,490018434,498925038,507790436,516602238,525358271,534050649,542673946,551222762,559694509,568083055,576376563,584561312,592629744,600572102,608395930,616132354,623824424,631502119,232025891,236800239,241744749,246847969,252093773,257473868,262977664,268617496,274435417,280488466,286815115,293435472,300331524,307456856,314744239,322145793,329638408,337237311,344978529,352916555,361086783,369497441,378122249,386919921,395832800,404816408,413855431,422952371,432102205,441304881,450559907,459854891,469182786,478555381,487990895,497499178,507079607,516716261,526384473,536051588,545690636,555285952,564831087,574318928,583745375,593103531,602393796,611602576,620693546,629620870,638354760,646873909,655193709,663366520,671467119,679548408
Indonesia,44155725,45321024,46522053,47761224,49042604,50368584,51738895,53150425,54599219,56080051,57588564,59122910,60682072,62263526,63864717,65483566,67115003,68757412,70416063,72098909,73809582,75552834,77320831,79089590,80826952,82510931,84128438,85688161,87216461,88751837,90320801,91933678,93578123,95230624,96856798,98432226,99950369,101420529,102853461,104266209,105672082,107075501,108475366,109873370,111270082,112667288,114062574,115460309,116876570,118332207,119840043,121407259,123023748,124663430,126289879,127875936,43636787,44817211,46035953,47294445,48595423,49940312,51328457,52756978,54222346,55720039,57246217,58799084,60377439,61978773,63600515,65240552,66895692,68564710,70249796,71954607,73680784,75426007,77185435,78954753,80728632,82501264,84273589,86040755,87784458,89481394,91116020,92681062,94183974,95642624,97083114,98525619,99976246,101433321,102900032,104377870,105868346,107372800,108893721,110434439,111998524,113587415,115201406,116836521,118484195,120132958,121773083,123400995,125014105,126604846,128164899,129687879
"Iran, Islamic Rep.",10664294,10938991,11222580,11515436,11818054,12130909,12455400,12792075,13139691,13496369,13861537,14236970,14626059,15032150,15459362,15912216,16388156,16890639,17437011,18049710,18742843,19518125,20364337,21265507,22199038,23144113,24102508,25066442,25994501,26834469,27551923,28123352,28564902,28931040,29300153,29727928,30236940,30808227,31405905,31975008,32477466,32902398,33268588,33603136,33945814,34325510,34749483,35208858,35696750,36200675,36710563,37225309,37745753,38265516,38777009,39274070,11242611,11541429,11848846,12164997,12490026,12824207,13169250,13526041,13893253,14268870,14652474,15044160,15447786,15871415,16325534,16818339,17351075,17923592,18540578,19207061,19925379,20690952,21498036,22344999,23229981,24146680,25103069,26085680,27041438,27900770,28617273,29164687,29565197,29880818,30201139,30590704,31069692,31617859,32210160,32805354,33372596,33910338,34428089,34918938,35376139,35796605,36173681,36512001,36833943,37170307,37542810,37959013,38411222,38886929,39366635,39835202
Iraq,3623131,3710332,3803875,3905085,4015388,4135683,4266754,4408174,4558066,4713725,4873131,5035513,5201209,5370628,5544597,5723628,5907361,6095138,6286800,6482183,6680942,6884239,7091646,7299454,7502701,7698502,7885012,8065183,8246840,8440743,8654735,8891138,9148009,9423580,9714438,10017631,10333702,10662503,10999423,11338527,11675698,12010473,12344586,12679124,13016026,13357780,13702259,14051716,14418228,14817644,15260399,15752120,16287239,16851085,17422614,17986418,3666628,3765022,3870345,3983829,4106812,4240108,4384413,4539225,4702619,4871851,5044851,5220391,5398637,5580541,5767707,5960957,6160834,6365859,6572426,6775727,6972416,7162034,7346015,7525422,7702045,7877894,8052852,8228536,8410868,8607424,8823720,9061771,9320512,9598387,9892457,10200128,10521706,10856853,11201412,11550073,11899053,12248321,12599207,12951302,13304504,13659932,14014724,14371822,14745099,15152990,15607757,16115638,16670383,17256281,17850679,18436977
Ireland,1405758,1404632,1410939,1419392,1426385,1431844,1437756,1444774,1451513,1460162,1472415,1489627,1511742,1535943,1561343,1587003,1610903,1632671,1655944,1678369,1698368,1719334,1736971,1750896,1763495,1768084,1770682,1772687,1766896,1761555,1764500,1775895,1789022,1798709,1806320,1815918,1830511,1848968,1868099,1888611,1912814,1941806,1972661,2002890,2038192,2082300,2139463,2203345,2250272,2274574,2287695,2295988,2300416,2305115,2313541,2325966,1422842,1419768,1425111,1433258,1440165,1445456,1451044,1457676,1464037,1472488,1484835,1502423,1525108,1550007,1576157,1602547,1627147,1649529,1673156,1695381,1714432,1733666,1748829,1759704,1768928,1769998,1769008,1767370,1758053,1749454,1749474,1758340,1769408,1777552,1784066,1792923,1806999,1825203,1844597,1866175,1892360,1924437,1959286,1993631,2032070,2077614,2134128,2195597,2239272,2260801,2272460,2280806,2286481,2293179,2303684,2317774
Israel,1042103,1077977,1132435,1176166,1224705,1268979,1301970,1359436,1388137,1425073,1473960,1522484,1563566,1630337,1681837,1722828,1763770,1805671,1845874,1895183,1941964,1981173,2018407,2054821,2081126,2117545,2149995,2184540,2221150,2260422,2334251,2483614,2576898,2652729,2728111,2806392,2883859,2958689,3028038,3106452,3189634,3265385,3331094,3390836,3450351,3510897,3572947,3636590,3701315,3789949,3858238,3927866,3998078,4069967,4145284,4224754,1071917,1107023,1160565,1202834,1250295,1294021,1327030,1385564,1414863,1451927,1500040,1546516,1584434,1647663,1695163,1732172,1769230,1807329,1844126,1890817,1936036,1974827,2012593,2050179,2077874,2115455,2149005,2184460,2220850,2257578,2325749,2465386,2546102,2608271,2670889,2738608,2808141,2877311,2942962,3018548,3099366,3173615,3238906,3298864,3358649,3419203,3480753,3543510,3607485,3695651,3765362,3837934,3912422,3989533,4070416,4155346
